Price Range Label,restaurants,avg_rating,avg_cost,delivery_pct,booking_pct,avg_votes
1 - Budget,4295,3.1966101694915254,284.98133457769484,0.16321303841676368,0.00023282887077997672,36.343422584400464
2 - Mid-range,2858,3.3143379366368806,620.1259622113366,0.4482155353393982,0.08222533240027992,133.20818754373687
3 - Premium,1111,3.6785714285714284,1257.8757875787578,0.3582358235823582,0.5616561656165616,444.3429342934293
4 - Luxury,388,3.7347480106100797,2582.860824742268,0.11082474226804123,0.6469072164948454,403.85051546391753
